,bankssts-lh,frontalpole-rh,lateralorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-lh,transversetemporal-rh
bankssts-lh,0.8161094224924013,0.0364741641337386,0.0,0.00303951367781155,0.0,0.0,0.14437689969604864,0.0
frontalpole-rh,0.02383939774153074,0.6511919698870765,0.07653701380175659,0.0,0.06649937264742785,0.0890840652446675,0.011292346298619825,0.08155583437892096
lateralorbitofrontal-lh,0.0,0.04386617100371747,0.38810408921933087,0.01858736059479554,0.21858736059479553,0.17918215613382898,0.0044609665427509295,0.14721189591078068
parsopercularis-lh,0.005333333333333333,0.0,0.03866666666666667,0.6253333333333333,0.07333333333333333,0.04133333333333333,0.058666666666666666,0.15733333333333333
parsorbitalis-lh,0.0,0.0434412265758092,0.24190800681431004,0.046848381601362864,0.4122657580919932,0.13458262350936967,0.04003407155025554,0.08091993185689948
rostralanteriorcingulate-lh,0.0,0.055944055944055944,0.20716783216783216,0.021853146853146852,0.13636363636363635,0.44667832167832167,0.0,0.131993006993007
temporalpole-lh,0.13002680965147453,0.014745308310991957,0.002680965147453083,0.064343163538874,0.057640750670241284,0.0,0.7305630026809652,0.0
transversetemporal-rh,0.0,0.04961505560307956,0.174508126603935,0.09837467921300257,0.08126603934987169,0.1343028229255774,0.0,0.4619332763045338
