,caudalanteriorcingulate-lh,frontalpole-rh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.1375,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
frontalpole-rh,0.1375,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
insula-lh,0.1375,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
isthmuscingulate-rh,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.11392405063291139,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267
lateralorbitofrontal-lh,0.1375,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
pericalcarine-lh,0.1375,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-lh,0.1375,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-rh,0.1375,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
