,F7,FT9,CP1,F4,AF7,AFz,CPz,AF8
F7,0.2727272727272727,0.0,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0967741935483871,0.0,0.0,0.0,0.0,0.45161290322580644,0.45161290322580644,0.0
CPz,0.0967741935483871,0.0,0.0,0.0,0.0,0.45161290322580644,0.45161290322580644,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
