,F7,FT9,CP1,F4,AF7,AFz,CPz,AF8
F7,0.46153846153846156,0.34615384615384615,0.0,0.0,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.0
FT9,0.4090909090909091,0.36363636363636365,0.0,0.0,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.0
CP1,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
F4,0.0,0.0,0.05,0.475,0.0,0.0,0.0,0.475
AF7,0.25,0.25,0.0,0.0,0.2,0.2,0.1,0.0
AFz,0.25,0.25,0.0,0.0,0.2,0.2,0.1,0.0
CPz,0.21428571428571427,0.21428571428571427,0.0,0.0,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0
AF8,0.0,0.0,0.05,0.475,0.0,0.0,0.0,0.475
