,FT9,P7,Oz,P8,CP6,FT10,CPz,AF8
FT9,0.5217391304347826,0.0,0.0,0.0,0.0,0.4782608695652174,0.0,0.0
P7,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.5454545454545454
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.5227272727272727,0.0,0.0,0.0,0.0,0.4772727272727273,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8
