,FT9,P7,Oz,P8,CP6,FT10,CPz,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.5555555555555556,0.4166666666666667,0.0,0.0,0.0,0.0,0.027777777777777776
Oz,0.0,0.4838709677419355,0.4838709677419355,0.0,0.0,0.0,0.0,0.03225806451612903
P8,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2
