,inferiorparietal-rh,postcentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.1951219512195122,0.0627177700348432,0.14285714285714285,0.11846689895470383,0.1289198606271777,0.024390243902439025,0.14634146341463414,0.18118466898954705
postcentral-lh,0.10837438423645321,0.3694581280788177,0.11822660098522167,0.11822660098522167,0.09852216748768473,0.0,0.07389162561576355,0.11330049261083744
superiorfrontal-rh,0.15,0.07857142857142857,0.2392857142857143,0.10714285714285714,0.15,0.007142857142857143,0.12142857142857143,0.14642857142857144
superiorparietal-lh,0.1440677966101695,0.09322033898305085,0.1228813559322034,0.2838983050847458,0.0847457627118644,0.038135593220338986,0.11440677966101695,0.11864406779661017
superiorparietal-rh,0.13978494623655913,0.06451612903225806,0.15770609318996415,0.07168458781362007,0.25089605734767023,0.02867383512544803,0.15412186379928317,0.13261648745519714
superiortemporal-lh,0.1125,0.0,0.05,0.1375,0.125,0.35,0.1375,0.0875
supramarginal-lh,0.16796875,0.05078125,0.140625,0.1015625,0.16796875,0.03515625,0.1875,0.1484375
supramarginal-rh,0.19133574007220217,0.07581227436823104,0.148014440433213,0.10108303249097472,0.1263537906137184,0.018050541516245487,0.13357400722021662,0.20577617328519857
