,bankssts-rh,frontalpole-lh,fusiform-rh,inferiortemporal-rh,lingual-lh,middletemporal-rh,parahippocampal-lh,parahippocampal-rh
bankssts-rh,0.9523809523809523,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.31645569620253167,0.2320675105485232,0.0,0.20675105485232068,0.0,0.24472573839662448
inferiortemporal-rh,0.010526315789473684,0.0,0.24736842105263157,0.33157894736842103,0.0,0.22631578947368422,0.0,0.18421052631578946
lingual-lh,0.0,0.0,0.0,0.0,0.7203389830508474,0.0,0.2796610169491525,0.0
middletemporal-rh,0.02717391304347826,0.0,0.2391304347826087,0.23369565217391305,0.0,0.30978260869565216,0.0,0.19021739130434784
parahippocampal-lh,0.0,0.0,0.0,0.0,0.32,0.0,0.68,0.0
parahippocampal-rh,0.0,0.0,0.30414746543778803,0.19815668202764977,0.0,0.1889400921658986,0.0,0.3087557603686636
