,bankssts-rh,fusiform-rh,inferiortemporal-rh,parahippocampal-rh,parsopercularis-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.7115384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.28846153846153844
fusiform-rh,0.0,0.3543307086614173,0.31496062992125984,0.30708661417322836,0.0,0.0,0.0,0.023622047244094488
inferiortemporal-rh,0.0,0.2706766917293233,0.3609022556390977,0.3383458646616541,0.0,0.0,0.03007518796992481,0.0
parahippocampal-rh,0.0,0.2845528455284553,0.35772357723577236,0.35772357723577236,0.0,0.0,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.7228915662650602,0.27710843373493976,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.25773195876288657,0.7422680412371134,0.0,0.0
temporalpole-rh,0.0,0.0,0.06451612903225806,0.0,0.0,0.016129032258064516,0.9193548387096774,0.0
transversetemporal-rh,0.34210526315789475,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.5263157894736842
