,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,parahippocampal-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.6666666666666666,0.0,0.09859154929577464,0.0,0.0,0.06103286384976526,0.14553990610328638,0.028169014084507043
entorhinal-rh,0.0,0.9924242424242424,0.0,0.0,0.0,0.007575757575757576,0.0,0.0
frontalpole-lh,0.14788732394366197,0.0,0.7323943661971831,0.11971830985915492,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.09558823529411764,0.9044117647058824,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.0859375,0.0234375,0.0,0.0,0.0,0.8671875,0.0234375,0.0
temporalpole-lh,0.15254237288135594,0.0,0.0,0.0,0.0,0.005649717514124294,0.7231638418079096,0.11864406779661017
temporalpole-rh,0.026845637583892617,0.0,0.0,0.0,0.0,0.0,0.11409395973154363,0.8590604026845637
