,P3,C4,T8,FT10,AF7,C6,C2,FCz
P3,0.23076923076923078,0.0,0.0,0.0,0.0,0.2564102564102564,0.2564102564102564,0.2564102564102564
C4,0.0,0.5609756097560976,0.0,0.43902439024390244,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.4878048780487805,0.0,0.5121951219512195,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.057692307692307696,0.0,0.0,0.0,0.0,0.3782051282051282,0.27564102564102566,0.28846153846153844
C2,0.06569343065693431,0.0,0.0,0.0,0.0,0.31386861313868614,0.30656934306569344,0.31386861313868614
FCz,0.06293706293706294,0.0,0.0,0.0,0.0,0.32167832167832167,0.3006993006993007,0.3146853146853147
