,FC1,FT10,F4,AF7,AF3,CPz,AF8,AF4
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.701195219123506,0.0,0.0,0.0,0.29880478087649404,0.0
AF7,0.0,0.0,0.0,0.5577889447236181,0.0,0.0,0.0,0.44221105527638194
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.38242894056847543,0.0,0.0,0.0,0.6175710594315246,0.0
AF4,0.0,0.0,0.0,0.5014245014245015,0.0,0.0,0.0,0.4985754985754986
