,FT9,FC1,FT10,AF7,AF3,CPz,AF8,AF4
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.6165254237288136,0.18008474576271186,0.0,0.0,0.2033898305084746
AF3,0.0,0.0,0.0,0.2986577181208054,0.3825503355704698,0.0,0.0,0.3187919463087248
CPz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.29411764705882354,0.27941176470588236,0.0,0.0,0.4264705882352941
