,FT9,FC1,P7,FT10,AF3,CPz,C6,AF8
FT9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.61875,0.0,0.0,0.0,0.0,0.38125,0.0
P7,0.0,0.0,0.6965669988925803,0.0,0.0,0.2956810631229236,0.0,0.007751937984496124
FT10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.7556179775280899,0.0,0.0,0.2443820224719101
CPz,0.0,0.0,0.17261146496815286,0.0,0.0,0.8159235668789809,0.011464968152866241,0.0
C6,0.0,0.1675531914893617,0.0,0.0,0.0,0.02526595744680851,0.8071808510638298,0.0
AF8,0.0,0.0,0.006859756097560976,0.0,0.13338414634146342,0.0,0.0,0.8597560975609756
