,Fp1,FT10,F4,F8,AF7,FT7,FC4,AF8
Fp1,0.3,0.1,0.0,0.0,0.0,0.0,0.25,0.35
FT10,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.3157894736842105,0.10526315789473684,0.0,0.0,0.0,0.0,0.2631578947368421,0.3157894736842105
AF8,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.0,0.11363636363636363,0.7045454545454546
