,C3,F4,Fp2,AF7,C5,FC4,F6,F2
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
