,C3,F4,Fp2,AF7,C5,FC4,F6,F2
C3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.32934131736526945,0.33532934131736525,0.33532934131736525,0.0,0.0,0.0
AF7,0.0,0.0,0.32,0.33714285714285713,0.34285714285714286,0.0,0.0,0.0
C5,0.0,0.0,0.30939226519337015,0.3314917127071823,0.35911602209944754,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
