,bankssts-lh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh,transversetemporal-lh
bankssts-lh,0.2710325047801147,0.009082217973231358,0.009082217973231358,0.0,0.21653919694072657,0.23518164435946462,0.0,0.25908221797323133
caudalanteriorcingulate-lh,0.01639344262295082,0.5107851596203624,0.4728213977566868,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.01693404634581105,0.46880570409982175,0.5142602495543672,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.9414141414141414,0.0,0.0,0.05858585858585859,0.0
middletemporal-lh,0.23692307692307693,0.0,0.0,0.0,0.3251282051282051,0.20512820512820512,0.0,0.23282051282051283
parahippocampal-lh,0.23785926660059464,0.0,0.0,0.0,0.1937561942517344,0.3037661050545094,0.0,0.26461843409316155
parahippocampal-rh,0.0,0.0,0.0,0.13901345291479822,0.0,0.0,0.8609865470852018,0.0
transversetemporal-lh,0.25093457943925235,0.0,0.0,0.0,0.20841121495327103,0.2546728971962617,0.0,0.28598130841121494
