,cuneus-lh,frontalpole-rh,inferiorparietal-lh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,precuneus-lh,superiorparietal-lh
cuneus-lh,0.3178893178893179,0.02574002574002574,0.20398970398970398,0.001287001287001287,0.02252252252252252,0.0,0.212998712998713,0.21557271557271557
frontalpole-rh,0.03201347935973041,0.2392586352148273,0.06992417860151642,0.18449873631002528,0.2021903959561921,0.14658803706823925,0.06318449873631002,0.062342038753159225
inferiorparietal-lh,0.15299760191846523,0.041726618705035974,0.2474820143884892,0.02446043165467626,0.041726618705035974,0.03213429256594724,0.23501199040767387,0.22446043165467625
insula-rh,0.0,0.19642857142857142,0.046992481203007516,0.2894736842105263,0.18045112781954886,0.21334586466165414,0.03759398496240601,0.03571428571428571
medialorbitofrontal-lh,0.02894736842105263,0.21754385964912282,0.07456140350877193,0.17543859649122806,0.26052631578947366,0.1307017543859649,0.05789473684210526,0.054385964912280704
parahippocampal-rh,0.0,0.16279069767441862,0.06492248062015504,0.21220930232558138,0.13662790697674418,0.312984496124031,0.060077519379844964,0.050387596899224806
precuneus-lh,0.16323529411764706,0.037745098039215684,0.2372549019607843,0.01911764705882353,0.03235294117647059,0.029411764705882353,0.246078431372549,0.23480392156862745
superiorparietal-lh,0.16893595562279376,0.03731719616742309,0.22894604135148763,0.020171457387796268,0.031265758951084216,0.025718608169440244,0.23550176500252143,0.2521432173474534
