,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh
parsopercularis-lh,0.34210526315789475,0.18421052631578946,0.05263157894736842,0.0,0.27631578947368424,0.02631578947368421,0.039473684210526314,0.07894736842105263
parstriangularis-rh,0.13580246913580246,0.43209876543209874,0.07407407407407407,0.012345679012345678,0.037037037037037035,0.06172839506172839,0.09876543209876543,0.14814814814814814
postcentral-rh,0.03333333333333333,0.1,0.5,0.05,0.016666666666666666,0.0,0.23333333333333334,0.06666666666666667
precentral-rh,0.0,0.0,0.10714285714285714,0.7142857142857143,0.0,0.17857142857142858,0.0,0.0
rostralmiddlefrontal-lh,0.3898305084745763,0.0847457627118644,0.05084745762711865,0.0,0.423728813559322,0.01694915254237288,0.03389830508474576,0.0
rostralmiddlefrontal-rh,0.041666666666666664,0.125,0.0,0.2916666666666667,0.041666666666666664,0.5,0.0,0.0
superiorparietal-rh,0.017241379310344827,0.1206896551724138,0.27586206896551724,0.017241379310344827,0.0,0.0,0.5,0.06896551724137931
superiortemporal-rh,0.12727272727272726,0.3090909090909091,0.07272727272727272,0.0,0.0,0.03636363636363636,0.07272727272727272,0.38181818181818183
