,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh
caudalmiddlefrontal-rh,0.30666666666666664,0.04,0.10666666666666667,0.13333333333333333,0.24,0.0,0.17333333333333334,0.0
parsopercularis-lh,0.07352941176470588,0.38235294117647056,0.1323529411764706,0.058823529411764705,0.014705882352941176,0.27941176470588236,0.058823529411764705,0.0
parstriangularis-rh,0.22641509433962265,0.16981132075471697,0.2830188679245283,0.09433962264150944,0.1320754716981132,0.0,0.09433962264150944,0.0
postcentral-rh,0.12121212121212122,0.030303030303030304,0.045454545454545456,0.45454545454545453,0.12121212121212122,0.0,0.15151515151515152,0.07575757575757576
precentral-rh,0.18309859154929578,0.0,0.04225352112676056,0.08450704225352113,0.38028169014084506,0.1267605633802817,0.18309859154929578,0.0
rostralmiddlefrontal-lh,0.0,0.3,0.0,0.0,0.11666666666666667,0.5833333333333334,0.0,0.0
rostralmiddlefrontal-rh,0.16666666666666666,0.037037037037037035,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.0,0.35185185185185186,0.0
superiorparietal-rh,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
