,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh
caudalmiddlefrontal-rh,0.26666666666666666,0.15,0.0,0.0,0.18333333333333332,0.2,0.0,0.2
inferiorparietal-rh,0.1111111111111111,0.31746031746031744,0.015873015873015872,0.031746031746031744,0.1746031746031746,0.12698412698412698,0.015873015873015872,0.20634920634920634
parsopercularis-lh,0.0,0.0,0.3473684210526316,0.23157894736842105,0.07368421052631578,0.0,0.3473684210526316,0.0
parstriangularis-rh,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0
postcentral-rh,0.12195121951219512,0.18292682926829268,0.08536585365853659,0.0,0.25609756097560976,0.13414634146341464,0.08536585365853659,0.13414634146341464
precentral-rh,0.16393442622950818,0.16393442622950818,0.0,0.0,0.16393442622950818,0.3114754098360656,0.0,0.19672131147540983
rostralmiddlefrontal-lh,0.0,0.0,0.33663366336633666,0.21782178217821782,0.06930693069306931,0.0,0.37623762376237624,0.0
superiorparietal-rh,0.16129032258064516,0.20967741935483872,0.0,0.0,0.16129032258064516,0.1774193548387097,0.0,0.2903225806451613
