,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.05104461620877018,0.026172801714241984,0.020586209535471033,0.020356623555521543,0.0231881839748986,0.02173413943521849,0.016071018596464377,0.017525063136144485,0.013392515497053647,0.010637483737659754,0.006964108058467896,0.01844340705594245,0.014234330756868448,0.012091528277339864,0.015076146016683247,0.018596464375908776,0.014387388076834774,0.00910691053799648,0.00849468125813117,0.020127037575572052,0.014616974056784266,0.022499426035050125,0.028698247493686387,0.013086400857120992,0.014616974056784266,0.016912833856279178,0.029080890793602203,0.019744394275656232,0.01714241983622867,0.0012244585597306192,0.0026785030994107293,0.005510063518787786,0.0,0.0,0.014923088696716921,0.022422897375066964,0.02089232417540369,0.01737200581617816,0.02135149613530267,0.018366878395959286,0.023570827274814417,0.019514808295706742,0.015076146016683247,0.022269840055100635,0.010637483737659754,0.018519935715925615,0.01056095507767659,0.02624933037422515,0.021428024795285834,0.021581082115252163,0.02364735593479758,0.016300604576413868,0.016300604576413868,0.01966786561567307,0.014846560036733757,0.025101400474477693,0.003826432999158185,0.002525445779444402,0.023570827274814417,0.005433534858804622
F3,0.0338074824629774,0.055533904910366326,0.020752143413873735,0.03731488698363211,0.025915822291504288,0.04520654715510522,0.009255650818394388,0.01539360872954014,0.0028254091971940763,0.0029228371005455963,0.003994544037412315,0.03780202650038971,0.0008768511301636789,0.021434138737334373,0.009158222915042868,0.005748246297739673,0.01490646921278254,0.007209664848012471,0.013834762275915822,0.009450506625097428,0.001558846453624318,0.027961808261886205,0.02260327357755261,0.007112236944660951,0.014516757599376462,0.003994544037412315,0.033125487139516754,0.03770459859703819,0.010619641465315667,0.004968823070927514,0.0019485580670303975,0.006625097427903352,0.0036048324240062356,0.0006819953234606392,0.0006819953234606392,0.002338269680436477,0.010424785658612627,0.025915822291504288,0.027279812938425563,0.004286827747466875,0.04540140296180826,0.03867887763055339,0.0037996882307092753,0.026110678098207326,0.010327357755261106,0.013932190179267343,0.012568199532346063,0.026305533904910368,0.04179657053780202,0.027377240841777086,0.04345284489477787,0.019972720187061574,0.0032151208106001557,0.010424785658612627,0.014127045985970381,0.017731878409976618,0.008281371784879189,0.00048713951675759937,0.006917381137957911,0.00779423226812159
FT9,0.02453036658763451,0.019150100310049243,0.05252598942184935,0.02298012037205909,0.019058909356191867,0.016049607878898413,0.02161225606419843,0.0068393215393033014,0.020426773664052527,0.02024439175633777,0.019150100310049243,0.019058909356191867,0.024165602772204996,0.017052708371329564,0.013496261170891848,0.02270654751048696,0.017326281232901697,0.01987962794090826,0.02097391938719679,0.012949115447747583,0.01623198978661317,0.018329381725332848,0.019150100310049243,0.012219587816888564,0.011854824001459055,0.016687944555900055,0.016323180740470546,0.014864125478752507,0.019788436987050885,0.009119095385737734,0.007204085354732811,0.0007295276308590188,0.013313879263177094,0.0116724420937443,0.020153200802480394,0.01787342695604596,0.021703447018055808,0.020335582710195147,0.00857194966259347,0.015046507386467262,0.015684844063468904,0.015958416925041036,0.02270654751048696,0.012493160678460697,0.009301477293452489,0.020426773664052527,0.015320080248039394,0.019514864125478752,0.01623198978661317,0.010213386832026264,0.01987962794090826,0.010578150647455773,0.017782236002188583,0.016961517417472188,0.015411271201896773,0.021156301294911545,0.0020062009848623016,0.010395768739741018,0.022888929418201715,0.0037388291081524713
FC5,0.022944880531355127,0.03355473130337273,0.021737255240231176,0.05606831708789787,0.01759682567066333,0.040369188303286466,0.013715172949193478,0.007159492797377728,0.004054170620201846,0.006038126455619771,0.006469421202449754,0.041145518847580435,0.004312947468299836,0.023289916328819115,0.01129992236694557,0.004830501164495816,0.01500905718968343,0.011386181316311568,0.020357112050375225,0.008367118088501681,0.001897696886051928,0.02182351418959717,0.025360131113603038,0.006641939101181747,0.016216682480807383,0.009229707582161649,0.030708185974294835,0.0341585439489347,0.00422668851893384,0.018718192012421288,0.0105235918226516,0.008884671784697663,0.012076252911239541,0.01104114551884758,0.001897696886051928,0.0038816527214698524,0.011644958164409558,0.019149486759251273,0.017683084620029328,0.0031915811265418787,0.037177607176744586,0.034244802898300696,0.003364099025273872,0.02182351418959717,0.01526783403778142,0.019408263607349263,0.013715172949193478,0.024411282670577072,0.03778141982230657,0.02182351418959717,0.038212714569136545,0.02052962994910722,0.005434313810057794,0.00819460018976969,0.012766324506167515,0.017683084620029328,0.004399206417665833,0.009833520227723627,0.007073233848011731,0.00819460018976969
FC1,0.027073214606943695,0.02338550098938658,0.018528512322360136,0.0176290699766145,0.051897823349523295,0.024464831804281346,0.0166396833962943,0.012951969778737183,0.014750854470228458,0.013941356359057385,0.008994423457456376,0.020327397013851414,0.01385141212448282,0.011063140852671344,0.023205612520237454,0.015110631408526714,0.01978773160640403,0.008094981111710739,0.009713977334052886,0.016819571865443424,0.015200575643101278,0.024284943335132217,0.022576002878215505,0.0176290699766145,0.016549739161719732,0.01690951610001799,0.025364274150026983,0.021496672063320742,0.022126281705342688,0.0020687173952149665,0.011063140852671344,0.009444144630329197,0.0030581039755351682,0.0017988846914912754,0.012052527432991546,0.014481021766504768,0.0176290699766145,0.01097319661809678,0.021856449001618997,0.015110631408526714,0.025544162619176112,0.020597229717575105,0.012502248605864364,0.01834862385321101,0.005756431012772081,0.02239611440906638,0.007465371469688793,0.023925166396833963,0.026533549199496312,0.016010073754272353,0.024644720273430475,0.012592192840438927,0.012052527432991546,0.016999460334592553,0.01834862385321101,0.019697787371829464,0.01690951610001799,0.003957546321280806,0.016010073754272353,0.00980392156862745
C3,0.02423982869379015,0.04025695931477516,0.015160599571734476,0.04059957173447538,0.023725910064239828,0.05670235546038544,0.005910064239828694,0.014817987152034261,0.0017130620985010706,0.0016274089935760171,0.0022269807280513917,0.03974304068522484,0.00017130620985010707,0.024839400428265525,0.008051391862955032,0.0017130620985010706,0.013361884368308352,0.0057387580299785865,0.017815845824411133,0.009764453961456103,0.00034261241970021415,0.024068522483940043,0.02029978586723769,0.004625267665952891,0.013019271948608137,0.00291220556745182,0.034261241970021415,0.04034261241970021,0.006081370449678801,0.014732334047109207,0.014218415417558887,0.013704496788008565,0.008565310492505354,0.008565310492505354,0.0,0.00034261241970021415,0.005139186295503212,0.02029978586723769,0.02740899357601713,0.002569593147751606,0.04933618843683084,0.036316916488222696,0.002398286937901499,0.028950749464668094,0.017815845824411133,0.011563169164882228,0.01113490364025696,0.021755888650963597,0.05139186295503212,0.026124197002141327,0.04,0.02226980728051392,0.0017987152034261242,0.006595289079229122,0.014475374732334047,0.01233404710920771,0.011220556745182013,0.0073661670235546034,0.003340471092077088,0.014132762312633832
T7,0.02049530315969257,0.009393680614859094,0.022013473764114243,0.015086820381440364,0.018218047253060064,0.006736882057121169,0.057975139956352596,0.00740108169655565,0.026567985577379258,0.029224784135117185,0.011481165195938893,0.01119650820760983,0.023152101717430495,0.006167568080463042,0.023721415694088623,0.0210646171363507,0.02723218521681374,0.014612392067558592,0.006736882057121169,0.022677673403548725,0.029414555460669893,0.006736882057121169,0.03017364076288073,0.02191858810133789,0.021633931113008823,0.03311509630894772,0.0148021633931113,0.00825505266154284,0.021444159787456115,0.01138627953316254,0.011955593509820665,0.006926653382673878,0.012809564474807857,0.013473764114242339,0.01812316159028371,0.030363412088433437,0.023246987380206852,9.48856627763545e-05,0.01138627953316254,0.02448050099629946,0.0062624537432393965,0.007780624347661068,0.020210646171363505,0.010437422905398994,0.010437422905398994,0.017458961950849228,0.007211310371002941,0.02049530315969257,0.006072682417686688,0.007211310371002941,0.013568649777018693,0.01053230856817535,0.01964133219470538,0.016794762311414746,0.007211310371002941,0.021254388461903407,0.01034253724262264,0.01565613435809849,0.02514470063573394,0.013378878451465983
TP9,0.025824800910125144,0.017974971558589306,0.007849829351535836,0.00944254835039818,0.01626848691695108,0.019795221843003412,0.008418657565415245,0.05870307167235495,0.020364050056882823,0.006484641638225256,0.005233219567690558,0.02093287827076223,0.023321956769055744,0.029806598407281,0.01695108077360637,0.020477815699658702,0.0038680318543799774,0.008532423208191127,0.00955631399317406,0.027986348122866895,0.019681456200227532,0.012059158134243459,0.015585893060295791,0.011376564277588168,0.019681456200227532,0.017974971558589306,0.019453924914675767,0.021843003412969283,0.035039817974971556,0.002161547212741752,0.010466439135381115,0.02161547212741752,0.0019340159271899887,0.008304891922639362,0.01820250284414107,0.021160409556313993,0.016040955631399317,0.023321956769055744,0.02571103526734926,0.018430034129692834,0.01831626848691695,0.02627986348122867,0.01285551763367463,0.010693970420932878,0.02286689419795222,0.007736063708759955,0.017519908987485778,0.014334470989761093,0.023321956769055744,0.019681456200227532,0.01547212741751991,0.021501706484641638,0.010466439135381115,0.008873720136518772,0.012286689419795221,0.009101251422070534,0.024687144482366325,0.0018202502844141069,0.011717861205915813,0.012627986348122866
CP5,0.011652185626725937,0.0019532565501448104,0.014952515659729238,0.0032329763588603757,0.011248063581868391,0.001481780831144339,0.019128443456590555,0.012460429716441032,0.05112143867447969,0.03037650703845895,0.01919579713073348,0.002828854314002829,0.0266720549605981,0.005927123324577356,0.026537347612312252,0.02485350575873914,0.017714016299589144,0.021216407355021217,0.01764666262544622,0.03010709234188725,0.03717922812689432,0.004512696167575941,0.01542399137872971,0.02040816326530612,0.010237758469724523,0.03266653195931838,0.006263891695291978,0.006331245369434903,0.018791675085875936,0.013942210547585371,0.020004041220448576,0.017579308951303295,0.020946992658449518,0.026537347612312252,0.038863069980467436,0.03596686199232168,0.016973125884016973,0.004714757190004715,0.010439819492153297,0.029298848252172157,0.0,0.0003367683707146225,0.030443860712601873,0.006465952717720751,0.019667272849733953,0.007072135785007072,0.007880379874722166,0.011046002559439617,0.0024247322691452818,0.0041759277968613185,0.0010103051121438675,0.011113356233582542,0.02471879841045329,0.021081700006735368,0.011180709907725466,0.015626052401158483,0.015491345052872633,0.026469993938169328,0.028423250488314136,0.01798343099616084
CP1,0.011704966003959033,0.002581977794990963,0.018590240123934933,0.005680351148980119,0.013082020827954214,0.0016352526034942767,0.026077975729408728,0.005163955589981926,0.03838540321886565,0.05800843446079697,0.019278767535932523,0.007918065237972286,0.021774679404423788,0.0052500215164816245,0.028315689818400894,0.02590584387640933,0.019623031241931318,0.019709097168431017,0.008950856355968671,0.019709097168431017,0.031155865392890954,0.007573801531973492,0.01669678974094156,0.019623031241931318,0.016438591961442466,0.031844392804888544,0.001549186676994578,0.003442637059987951,0.019795163094930717,0.013598416386952406,0.021258283845425597,0.012049229709957828,0.018762371976934332,0.020397624580428608,0.036147689129873484,0.030209140201394268,0.024786986831913247,0.003786900765986746,0.004217230398485239,0.022979602375419572,0.0028401755744900596,0.0028401755744900596,0.028487821671400293,0.011618900077459334,0.013082020827954214,0.015061537137447284,0.010586108959462949,0.015147603063946984,0.0012909888974954814,0.0035287029864876497,0.006627076340476806,0.0028401755744900596,0.024959118684912643,0.03003700834839487,0.006110680781478613,0.020827954212927102,0.016438591961442466,0.025733712023409933,0.031586195025389445,0.01669678974094156
