,F7,FT9,TP9,CP2,AF7,F5,P2,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.2727272727272727,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.15,0.0,0.0,0.55,0.3,0.0,0.0
F5,0.0,0.1875,0.0,0.0,0.4375,0.375,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
