,TP9,P7,TP10,CP3,PO7,PO4,PO8,P6
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.5572519083969466,0.0,0.09923664122137404,0.0,0.0,0.0,0.3435114503816794
TP10,0.0,0.0,0.6464088397790055,0.0,0.35359116022099446,0.0,0.0,0.0
CP3,0.0,0.2621359223300971,0.0,0.7378640776699029,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.2838427947598253,0.0,0.7161572052401747,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P6,0.0,0.363265306122449,0.0,0.0,0.0,0.0,0.0,0.636734693877551
