,Fp1,F7,FT9,TP10,CP2,AF7,PO8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.5194805194805194,0.2662337662337662,0.0,0.0,0.21428571428571427,0.0,0.0
FT9,0.0,0.23796033994334279,0.4164305949008499,0.0,0.0,0.34560906515580736,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.21864951768488747,0.39228295819935693,0.0,0.0,0.3890675241157556,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
