,entorhinal-lh,frontalpole-lh,frontalpole-rh,insula-rh,lateraloccipital-rh,medialorbitofrontal-lh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.6929824561403509,0.0,0.0,0.18421052631578946,0.02631578947368421,0.0,0.09649122807017543,0.0
frontalpole-lh,0.0,0.8426966292134831,0.0,0.0,0.0,0.15730337078651685,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.1885245901639344,0.0,0.0,0.7049180327868853,0.0,0.0,0.10655737704918032,0.0
lateraloccipital-rh,0.011904761904761904,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.2261904761904762
medialorbitofrontal-lh,0.0,0.15384615384615385,0.0,0.0,0.0,0.8461538461538461,0.0,0.0
temporalpole-rh,0.09285714285714286,0.0,0.0,0.07857142857142857,0.0,0.0,0.5928571428571429,0.2357142857142857
transversetemporal-rh,0.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.2894736842105263,0.5789473684210527
