,bankssts-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-lh,0.5757575757575758,0.0,0.0,0.0,0.09848484848484848,0.03787878787878788,0.0,0.2878787878787879
caudalanteriorcingulate-rh,0.0,0.7341772151898734,0.0,0.26582278481012656,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.5967741935483871,0.31451612903225806,0.024193548387096774,0.06451612903225806,0.0,0.0
frontalpole-rh,0.0,0.13076923076923078,0.3,0.5461538461538461,0.023076923076923078,0.0,0.0,0.0
parsorbitalis-rh,0.08396946564885496,0.0,0.03816793893129771,0.03816793893129771,0.48854961832061067,0.24427480916030533,0.0,0.10687022900763359
parstriangularis-rh,0.024793388429752067,0.0,0.08264462809917356,0.0,0.23140495867768596,0.6115702479338843,0.0,0.049586776859504134
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.32786885245901637,0.0,0.0,0.0,0.13114754098360656,0.06557377049180328,0.0,0.47540983606557374
