,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.5294627383015598,0.06412478336221837,0.0,0.05719237435008666,0.019064124783362217,0.19064124783362218,0.13951473136915077,0.0
frontalpole-lh,0.06515301085883514,0.5478775913129319,0.011846001974333662,0.0,0.18657453109575517,0.004935834155972359,0.15893385982230998,0.024679170779861797
frontalpole-rh,0.0,0.011441647597254004,0.6407322654462243,0.0,0.19908466819221968,0.0,0.14874141876430205,0.0
insula-lh,0.06502636203866433,0.0,0.0,0.47363796133567665,0.0,0.34885764499121263,0.0,0.11247803163444639
isthmuscingulate-rh,0.013071895424836602,0.15441176470588236,0.1437908496732026,0.0,0.5016339869281046,0.0,0.1781045751633987,0.008986928104575163
lateralorbitofrontal-lh,0.17357910906298002,0.005376344086021506,0.0,0.2910906298003072,0.0,0.44623655913978494,0.043010752688172046,0.040706605222734255
rostralanteriorcingulate-rh,0.12070343725019984,0.1334932054356515,0.11031175059952038,0.0,0.18705035971223022,0.03836930455635491,0.41007194244604317,0.0
temporalpole-rh,0.0,0.028532608695652172,0.0,0.1875,0.012228260869565218,0.08016304347826086,0.0,0.6915760869565217
