,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.2054794520547945,0.0136986301369863,0.1917808219178082,0.1917808219178082,0.1506849315068493,0.0136986301369863,0.0410958904109589,0.1917808219178082
inferiorparietal-rh,0.02631578947368421,0.3684210526315789,0.0,0.0,0.05263157894736842,0.05263157894736842,0.4473684210526316,0.05263157894736842
postcentral-rh,0.20270270270270271,0.02702702702702703,0.22972972972972974,0.20270270270270271,0.12162162162162163,0.013513513513513514,0.02702702702702703,0.17567567567567569
superiorfrontal-rh,0.2112676056338028,0.0,0.22535211267605634,0.22535211267605634,0.14084507042253522,0.028169014084507043,0.0,0.16901408450704225
superiorparietal-lh,0.18,0.0,0.18,0.18,0.2,0.04,0.04,0.18
superiorparietal-rh,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
superiortemporal-rh,0.017241379310344827,0.22413793103448276,0.0,0.0,0.017241379310344827,0.0,0.7068965517241379,0.034482758620689655
supramarginal-rh,0.1875,0.015625,0.1875,0.171875,0.140625,0.03125,0.0625,0.203125
