,frontalpole-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.27602523659305994,0.1309148264984227,0.09936908517350158,0.04784437434279706,0.08990536277602523,0.0683491062039958,0.1456361724500526,0.14195583596214512
frontalpole-rh,0.2100418410041841,0.20920502092050208,0.08117154811715481,0.04184100418410042,0.08786610878661087,0.07447698744769875,0.14811715481171547,0.14728033472803348
fusiform-rh,0.06574645840900835,0.033054849255357795,0.25281511078823105,0.1300399564111878,0.22775154377043225,0.16781692698873957,0.08645114420632037,0.03632401017072285
isthmuscingulate-rh,0.040446304044630406,0.021385402138540215,0.16364481636448164,0.2812645281264528,0.20362622036262204,0.23430962343096234,0.04741980474198047,0.00790330079033008
parahippocampal-rh,0.05671537926235212,0.03444676409185804,0.21711899791231734,0.15518441196938065,0.25260960334029225,0.18336812804453723,0.07620041753653445,0.024356297842727904
pericalcarine-rh,0.04950884086444008,0.03339882121807466,0.1799607072691552,0.2011787819253438,0.20471512770137523,0.2554027504911591,0.055402750491159135,0.02043222003929273
rostralanteriorcingulate-lh,0.16147974163241338,0.10275983558426306,0.1432765707574868,0.062243100411039344,0.13211978860833823,0.08514386376981797,0.2002348796241926,0.11274221961244862
rostralanteriorcingulate-rh,0.20311341734618235,0.1334321719792439,0.08005930318754632,0.014084507042253521,0.05782060785767235,0.04151223128243143,0.1467753891771683,0.32320237212750186
