,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.59375,0.125,0.125,0.03125,0.0,0.125,0.0,0.0
frontalpole-rh,0.075,0.475,0.175,0.1,0.0,0.175,0.0,0.0
medialorbitofrontal-lh,0.06521739130434782,0.13043478260869565,0.2826086956521739,0.2391304347826087,0.0,0.2826086956521739,0.0,0.0
medialorbitofrontal-rh,0.0,0.04878048780487805,0.21951219512195122,0.5121951219512195,0.0,0.21951219512195122,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.23529411764705882
rostralanteriorcingulate-lh,0.06521739130434782,0.13043478260869565,0.2826086956521739,0.2391304347826087,0.0,0.2826086956521739,0.0,0.0
temporalpole-rh,0.05,0.05,0.05,0.0,0.0,0.05,0.8,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.7857142857142857
