,cuneus-lh,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh
cuneus-lh,0.7717391304347826,0.0,0.0,0.0,0.12318840579710146,0.10507246376811594,0.0,0.0
frontalpole-lh,0.0,0.7631578947368421,0.23684210526315788,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.23195876288659795,0.3711340206185567,0.0,0.0979381443298969,0.14948453608247422,0.0,0.14948453608247422
insula-rh,0.0,0.0,0.0,0.88,0.0,0.0,0.12,0.0
isthmuscingulate-lh,0.08933002481389578,0.0,0.04218362282878412,0.0,0.3920595533498759,0.38213399503722084,0.0,0.09429280397022333
isthmuscingulate-rh,0.0625,0.0,0.05846774193548387,0.0,0.31451612903225806,0.41330645161290325,0.0,0.15120967741935484
parahippocampal-rh,0.0,0.0,0.0,0.09821428571428571,0.0,0.0,0.9017857142857143,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.13302752293577982,0.0,0.1834862385321101,0.3440366972477064,0.0,0.3394495412844037
