,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,transversetemporal-rh
frontalpole-lh,0.9101123595505618,0.0,0.0,0.0,0.0449438202247191,0.0,0.0,0.0449438202247191
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.1875
parahippocampal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.21052631578947367,0.0,0.0,0.0,0.7894736842105263,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.08695652173913043,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.6956521739130435
