,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,parstriangularis-lh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.4207547169811321,0.13584905660377358,0.03773584905660377,0.06792452830188679,0.0830188679245283,0.062264150943396226,0.05849056603773585,0.1339622641509434
frontalpole-rh,0.13500784929356358,0.4599686028257457,0.03453689167974882,0.03296703296703297,0.06593406593406594,0.08006279434850863,0.07221350078492936,0.11930926216640503
lateralorbitofrontal-lh,0.02834008097165992,0.0310391363022942,0.47233468286099867,0.13900134952766532,0.11605937921727395,0.08367071524966262,0.08771929824561403,0.04183535762483131
medialorbitofrontal-lh,0.03864734299516908,0.04186795491143317,0.178743961352657,0.35426731078904994,0.08373590982286634,0.08373590982286634,0.15136876006441224,0.06763285024154589
parsorbitalis-lh,0.0746054519368723,0.06025824964131994,0.10760401721664276,0.08321377331420372,0.46771879483500717,0.10616929698708752,0.04160688665710186,0.058823529411764705
parstriangularis-lh,0.036827195467422094,0.060906515580736544,0.11898016997167139,0.06515580736543909,0.10339943342776203,0.41076487252124644,0.11756373937677053,0.08640226628895184
rostralanteriorcingulate-lh,0.032577903682719546,0.06940509915014165,0.11473087818696884,0.16005665722379603,0.028328611898016998,0.13456090651558072,0.37960339943342775,0.08073654390934844
temporalpole-lh,0.09612403100775194,0.09922480620155039,0.04806201550387597,0.06976744186046512,0.07286821705426356,0.10697674418604651,0.09457364341085271,0.4124031007751938
