,caudalanteriorcingulate-lh,caudalmiddlefrontal-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.3500837520938023,0.035175879396984924,0.11055276381909548,0.05862646566164154,0.1373534338358459,0.08207705192629816,0.03015075376884422,0.19597989949748743
caudalmiddlefrontal-lh,0.06326530612244897,0.40408163265306124,0.0673469387755102,0.10408163265306122,0.044897959183673466,0.1836734693877551,0.03469387755102041,0.09795918367346938
frontalpole-lh,0.1009009009009009,0.04864864864864865,0.4810810810810811,0.17297297297297298,0.03963963963963964,0.032432432432432434,0.03063063063063063,0.0936936936936937
frontalpole-rh,0.06415620641562064,0.07670850767085077,0.16736401673640167,0.5118549511854951,0.02092050209205021,0.04184100418410042,0.05439330543933055,0.06276150627615062
lateraloccipital-rh,0.16188524590163936,0.03483606557377049,0.05122950819672131,0.022540983606557378,0.36065573770491804,0.09836065573770492,0.06762295081967214,0.2028688524590164
pericalcarine-lh,0.13320463320463322,0.14092664092664092,0.04826254826254826,0.052123552123552123,0.12162162162162163,0.3223938223938224,0.015444015444015444,0.16602316602316602
rostralanteriorcingulate-lh,0.03116883116883117,0.06233766233766234,0.007792207792207792,0.11948051948051948,0.08311688311688312,0.03116883116883117,0.574025974025974,0.09090909090909091
rostralmiddlefrontal-lh,0.1981981981981982,0.04354354354354354,0.0915915915915916,0.05105105105105105,0.16516516516516516,0.1021021021021021,0.06306306306306306,0.2852852852852853
