,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,transversetemporal-rh
frontalpole-lh,0.5733333333333334,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.16
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.2125,0.0,0.7,0.0,0.0,0.0,0.0,0.0875
parahippocampal-rh,0.0,0.0,0.038461538461538464,0.8538461538461538,0.0,0.007692307692307693,0.0,0.1
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0
parstriangularis-lh,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.9302325581395349,0.046511627906976744
transversetemporal-rh,0.13333333333333333,0.0,0.16666666666666666,0.12222222222222222,0.0,0.0,0.044444444444444446,0.5333333333333333
