,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.36766467065868264,0.07305389221556886,0.0718562874251497,0.15089820359281436,0.03473053892215569,0.08622754491017964,0.1784431137724551,0.037125748502994015
frontalpole-lh,0.08745684695051784,0.35097813578826237,0.12197928653624857,0.0667433831990794,0.02991944764096663,0.21173762945914845,0.09666283084004602,0.03452243958573072
frontalpole-rh,0.06462585034013606,0.17006802721088435,0.3707482993197279,0.06689342403628118,0.049886621315192746,0.08390022675736962,0.08503401360544217,0.10884353741496598
medialorbitofrontal-lh,0.13075060532687652,0.06053268765133172,0.06658595641646489,0.3353510895883777,0.09443099273607748,0.10774818401937046,0.1343825665859564,0.07021791767554479
rostralanteriorcingulate-rh,0.040229885057471264,0.035919540229885055,0.09339080459770115,0.09195402298850575,0.5043103448275862,0.027298850574712645,0.08908045977011494,0.11781609195402298
rostralmiddlefrontal-lh,0.11313394018205461,0.19115734720416125,0.0611183355006502,0.14304291287386217,0.02860858257477243,0.34070221066319895,0.10143042912873862,0.02080624187256177
temporalpole-lh,0.14956331877729256,0.0927947598253275,0.06550218340611354,0.13209606986899564,0.07423580786026202,0.09716157205240175,0.33624454148471616,0.05240174672489083
temporalpole-rh,0.03270223752151463,0.0774526678141136,0.17728055077452667,0.0774526678141136,0.11876075731497418,0.03614457831325301,0.08777969018932874,0.3924268502581756
