,Fz,F3,F7,FT9,FC5,FC1,C3,CP5,CP1,Pz,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.21323971915747242,0.00020060180541624874,0.034302908726178534,0.033299899699097295,0.00802407221664995,0.012236710130391173,0.022266800401203612,0.011835506519558676,0.012036108324974924,0.00020060180541624874,0.0078234704112337,0.037713139418254764,0.018254764292878634,0.026880641925777334,0.012236710130391173,0.0,0.017051153460381142,0.006018054162487462,0.023470411233701104,0.030892678034102308,0.007422266800401204,0.00020060180541624874,0.012838515546639919,0.01444332998996991,0.018856569709127382,0.0,0.007422266800401204,0.014844533600802408,0.025075225677031094,0.023871614844533602,0.00020060180541624874,0.0,0.018455366098294883,0.01945837512537613,0.0,0.00020060180541624874,0.008425275827482447,0.007221664994984955,0.03049147442326981,0.01123370110330993,0.011434302908726178,0.012236710130391173,0.00020060180541624874,0.03269809428284855,0.007422266800401204,0.00020060180541624874,0.007422266800401204,0.0010030090270812437,0.024674022066198596,0.00020060180541624874,0.04553660982948846,0.02728184553660983,0.02106318956870612,0.03931795386158476,0.00802407221664995,0.012036108324974924,0.00020060180541624874,0.00020060180541624874,0.00020060180541624874
F3,0.0,0.05773444347063979,0.02497808939526731,0.022677475898334794,0.034947414548641545,0.03133216476774759,0.025416301489921123,0.014899211218229623,0.008326029798422436,0.026183172655565294,0.0,0.014132340052585452,0.02607361963190184,0.030893952673093777,0.02749780893952673,0.0,0.004601226993865031,0.031113058720420684,0.013913234005258545,0.022677475898334794,0.024539877300613498,0.024758983347940404,0.012708150744960562,0.0228965819456617,0.022348816827344433,0.006792287467134093,0.027388255915863278,0.0,0.023444347063978965,0.003286590709903593,0.024539877300613498,0.017309377738825592,0.007778264680105171,0.03418054338299737,0.006025416301489921,0.018843120070113933,0.014022787028921999,0.00010955302366345311,0.012489044697633655,0.014899211218229623,0.014899211218229623,0.027278702892199826,0.023334794040315514,0.014022787028921999,0.01018843120070114,0.0010955302366345311,0.0158851884312007,0.018514460999123575,0.0071209465381244525,0.0010955302366345311,0.007340052585451358,0.012598597721297108,0.019829097283085014,0.007997370727432077,0.024758983347940404,0.007011393514460999,0.02180105170902717,0.008654688869412796,0.02081507449605609
F7,0.014011799410029498,0.018108816781383152,0.06932153392330384,0.027695837430350704,0.01245493280891511,0.021386430678466076,0.010652245165519502,0.019419862340216323,0.0058997050147492625,0.02622091117666339,0.004834480498197313,0.015077023926581449,0.019993444772205833,0.01966568338249754,0.020321206161914126,0.00475254015077024,0.007374631268436578,0.020812848246476567,0.013929859062602426,0.02630285152409046,0.02302523762700754,0.013684038020321206,0.012291052114060964,0.024500163880694856,0.015158964274008521,0.004834480498197313,0.019747623729924616,0.0,0.025155686660111438,0.0031956735496558504,0.01933792199278925,0.011799410029498525,0.019419862340216323,0.011553588987217306,0.013438216978039987,0.023189118321861685,0.028023598820058997,0.026057030481809244,0.020485086856768274,0.019419862340216323,0.019419862340216323,0.01720747295968535,0.022287774500163882,0.019993444772205833,0.0075385119632907244,0.0008194034742707309,0.02179613241560144,0.02704031465093412,0.01597836774827925,0.0008194034742707309,0.017043592264831202,0.01901016060308096,0.023271058669288757,0.0182726974762373,0.014913143231727303,0.009750901343821698,0.008767617174696821,0.010242543428384137,0.01327433628318584
FT9,0.014033349843156679,0.017005118045236915,0.028561994386660062,0.06471850751196963,0.013703153376258874,0.029717682020802376,0.013042760442463266,0.024929833250784218,0.007511969621925046,0.02113257388145947,0.00024764735017335313,0.016262175994716858,0.02063727918111276,0.02674591381872214,0.026663364701997688,0.0,0.0036321611358758462,0.01188707280832095,0.011969621925045403,0.013950800726432228,0.011969621925045403,0.019316493313521546,0.01411589895988113,0.010483737824005282,0.01411589895988113,0.0021462770348357274,0.01981178801386825,0.005943536404160475,0.01254746574211656,0.012712563975565461,0.021545319465081723,0.01494139012712564,0.009658246656760773,0.015271586594023443,0.0021462770348357274,0.02781905233614,0.01337295690936107,0.009823344890209675,0.026085520884926532,0.02451708766716196,0.024682185900610863,0.022205712398877333,0.026580815585273237,0.030790820538220243,0.006851576688129437,0.0009905894006934125,0.008089813438996203,0.02996532937097573,0.02286610533267294,0.0009905894006934125,0.027901601452864456,0.029387485553904573,0.033597490506851575,0.016757470695063562,0.012464916625392109,0.011309228991249793,0.009410599306587419,0.013042760442463266,0.017417863628859172
FC5,0.00588857013438019,0.04816548391967387,0.02355428053752076,0.025970104182394683,0.061301524988675825,0.03850218934017817,0.0350294428506719,0.01162615129095576,0.00558659217877095,0.024913181337762342,0.0,0.01751472142533595,0.01630680960289899,0.030801751472142532,0.025970104182394683,0.0,0.006341537067794051,0.01691076551411747,0.013287030046806583,0.015853842669485127,0.01691076551411747,0.021440434848256078,0.0111731843575419,0.018722633247772912,0.015400875736071266,0.003472746489506266,0.021440434848256078,0.0,0.03955911218481051,0.0045296693341386075,0.021591423826060697,0.01162615129095576,0.009512305601691076,0.03865317831798279,0.003472746489506266,0.021591423826060697,0.012230107202174241,0.00015098897780462027,0.01630680960289899,0.01162615129095576,0.01162615129095576,0.0231013136041069,0.02249735769288842,0.02325230258191152,0.01177714026876038,0.0015098897780462027,0.012381096179978861,0.02264834667069304,0.008153404801449495,0.0015098897780462027,0.014041974935829685,0.021440434848256078,0.027932960893854747,0.015551864713875888,0.018420655292163673,0.0,0.013287030046806583,0.010418239468518798,0.01751472142533595
FC1,0.004667176740627391,0.021729150726855394,0.02050497322111706,0.027467482785003827,0.019510328997704666,0.053098699311400155,0.02593726090283091,0.029074215761285386,0.010711553175210406,0.024713083397092578,0.0,0.011247130833970926,0.012547819433817903,0.032134659525631215,0.022647283856159144,0.0,0.007345065034429992,0.008339709257842387,0.01476664116296863,0.014384085692425401,0.0076511094108645756,0.01384850803366488,0.006962509563886763,0.006579954093343535,0.014996174445294568,0.0,0.01859219586840092,0.0,0.016602907421576128,0.016449885233358837,0.019663351185921957,0.01637337413925019,0.013618974751338945,0.02578423871461362,0.0,0.02593726090283091,0.009946442234123947,0.0055087987758224944,0.018362662586074982,0.0252486610558531,0.025478194338179036,0.027773527161438407,0.02991583779648049,0.03833205814843152,0.008339709257842387,0.004896710022953328,0.006579954093343535,0.03045141545524101,0.02142310635042081,0.004896710022953328,0.03297628156082632,0.03228768171384851,0.04185156847742923,0.013236419280795716,0.010405508798775822,0.010099464422341239,0.007804131599081867,0.01117061973986228,0.019127773527161437
C3,0.009406533264922183,0.019839233795108602,0.011287839917906618,0.013254660509663075,0.019924747733880623,0.029074739182486747,0.07072002736446041,0.02129297075423294,0.04882845903882333,0.027364460407046348,0.0,0.030271934325295024,0.013511202325979134,0.031383615529331284,0.02172054044809304,0.0,0.004104669061056952,0.02172054044809304,0.029587822815118865,0.030956045835471183,0.014879425346331451,0.012142979305626817,0.014195313836155294,0.025055584060201815,0.03386351975371986,0.009748589020010261,0.014964939285103472,0.0,0.011800923550538737,0.02548315375406191,0.015135967162647512,0.0107747562852745,0.016418676244227808,0.038310244569864885,0.008551393877201984,0.012485035060714897,0.012399521121942876,0.0,0.015135967162647512,0.01607662048913973,0.014879425346331451,0.030015392508978965,0.007268684795621687,0.028732683427398667,0.008465879938429965,0.0013682230203523175,0.013169146570891055,0.009149991448606122,0.017017273815631947,0.0013682230203523175,0.01693175987685993,0.013254660509663075,0.023345305284761416,0.009663075081238242,0.00555840602018129,0.01633316230545579,0.00555840602018129,0.004104669061056952,0.012142979305626817
CP5,0.005236515971373713,0.011782160935590853,0.020596962820736604,0.02592075405829988,0.006720195496596265,0.03307732588584395,0.021906091813580032,0.055070692965613545,0.021469715482632223,0.02408797346831908,0.0,0.024698900331646012,0.008203875021818817,0.026269855123058124,0.02321522080642346,0.0,0.003927386978530284,0.013265840460813406,0.016058648978879386,0.019636934892651423,0.006720195496596265,0.012916739396055157,0.014487694187467271,0.013091289928434282,0.021207889684063536,0.00698202129516495,0.009513004014662244,0.0,0.008116599755629254,0.015098621050794205,0.019287833827893175,0.019549659626461862,0.016495025309827195,0.015884098446500263,0.008727526618956188,0.021906091813580032,0.016669575842206318,0.005061965438994589,0.02513527666259382,0.04992145226042939,0.04904869959853377,0.019549659626461862,0.028015360446849363,0.03194274742537965,0.007243847093733636,0.003927386978530284,0.0048874149066154655,0.021207889684063536,0.016233199511258508,0.003927386978530284,0.03316460115203351,0.027578984115901553,0.03133182056205271,0.013702216791761215,0.002967359050445104,0.009076627683714436,0.0,0.012393087798917787,0.015884098446500263
CP1,0.0055948174322732625,0.0076560659599528855,0.007067137809187279,0.008637612877895563,0.0038280329799764428,0.013937966234786024,0.05604632901452689,0.0240478994895956,0.08107577542206518,0.02866117000392619,0.01050255202198665,0.040341578327444054,0.008637612877895563,0.0267962308598351,0.021594032194738908,0.0,0.0007852375343541421,0.021692186886533175,0.04004711425206125,0.04662347860227719,0.01933647428347075,0.008146839418924225,0.020023557126030624,0.030133490380840205,0.04652532391048292,0.0149195131527287,0.025814683941892423,0.0,0.001177856301531213,0.0353356890459364,0.013741656851197487,0.018551236749116608,0.02512760109933255,0.03307813113466824,0.014232430310168825,0.007950530035335688,0.019729093050647822,0.0,0.011385944248135061,0.018158617981939535,0.01668629760502552,0.020514330585001964,0.0022575579112681585,0.019925402434236357,0.004515115822536317,0.0007852375343541421,0.020023557126030624,0.0007852375343541421,0.019729093050647822,0.0007852375343541421,0.010895170789163721,0.00265017667844523,0.013447192775814684,0.006281900274833137,0.0004907734589713388,0.02944640753828033,0.0004907734589713388,0.004613270514330585,0.008735767569689832
Pz,0.0,0.020409913386502016,0.027527656290198096,0.021867764342680732,0.014063973930194667,0.0273561444130006,0.027184632535803104,0.023497127176056943,0.02486922219363691,0.06105822828230855,0.0005145356315924878,0.015521824886373381,0.012949146728410943,0.029157019123574306,0.02178200840408198,0.0,0.0036017494211474143,0.015436068947774634,0.02152474058828574,0.020667181202298258,0.01612211645656462,0.020838693079495756,0.014664265500385902,0.013206414544207186,0.01980962181631078,0.006260183517708602,0.023411371237458192,0.0,0.010376468570448504,0.01646514021095961,0.01972386587771203,0.020667181202298258,0.01475002143898465,0.02023840150930452,0.007460766658091073,0.026755852842809364,0.020409913386502016,0.010805248263442244,0.010462224509047251,0.02023840150930452,0.02032415744790327,0.02444044250064317,0.023411371237458192,0.031815453220135494,0.00797530228968356,0.0008575593859874796,0.010547980447646,0.020495669325100763,0.025040734070834406,0.0008575593859874796,0.016036360517965868,0.018008747105737074,0.028556727553383073,0.010033444816053512,0.012434611096818454,0.014921533316182145,0.009861932938856016,0.00806105822828231,0.014664265500385902
