,Fz,T7,P7,FC2,F5,P1,FC4,FCz
Fz,0.291970802919708,0.15632603406326034,0.04683698296836983,0.15936739659367397,0.045012165450121655,0.16909975669099755,0.05961070559610705,0.07177615571776155
T7,0.1250620347394541,0.29528535980148884,0.055583126550868486,0.15186104218362284,0.04466501240694789,0.2109181141439206,0.04119106699751861,0.07543424317617867
P7,0.04649827784156142,0.06831228473019518,0.3249138920780712,0.08323765786452354,0.19517795637198623,0.016647531572904706,0.19517795637198623,0.07003444316877153
FC2,0.15354550530429928,0.17643774427694026,0.07314349525404802,0.3098827470686767,0.002233389168062535,0.15298715801228363,0.0072585147962032385,0.12451144611948632
F5,0.04152046783625731,0.052046783625730994,0.2046783625730994,0.005847953216374269,0.3333333333333333,0.0456140350877193,0.28596491228070176,0.030994152046783626
P1,0.14103923647932132,0.21898197242841994,0.013785790031813362,0.1378579003181336,0.0440084835630965,0.3016967126193001,0.042417815482502653,0.10021208907741251
FC4,0.05475504322766571,0.04899135446685879,0.19827089337175793,0.012103746397694525,0.2801152737752161,0.044956772334293946,0.33487031700288183,0.025936599423631124
FCz,0.08995502248875563,0.11319340329835083,0.0952023988005997,0.16116941529235382,0.041979010494752625,0.1409295352323838,0.03523238380809595,0.32233883058470764
