,Fz,T7,P7,FC2,F5,P1,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.6666666666666666,0.0,0.19444444444444445,0.0,0.1388888888888889,0.0,0.0
P7,0.0,0.0,0.7222222222222222,0.0,0.16666666666666666,0.0,0.1111111111111111,0.0
FC2,0.0,0.3888888888888889,0.0,0.3333333333333333,0.0,0.2777777777777778,0.0,0.0
F5,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0
P1,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0.2857142857142857,0.0,0.0
FC4,0.0,0.0,0.375,0.0,0.375,0.0,0.25,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
