,Fp1,F7,TP9,O1,TP10,F8,Fp2,AF4
Fp1,0.5477792732166891,0.0,0.0,0.0,0.0,0.0,0.4522207267833109,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.49271137026239065,0.0,0.0,0.0,0.0,0.0,0.5072886297376094,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
