,Fp1,F7,FT9,P4,TP10,Fp2,FT7,AF8
Fp1,0.4161931818181818,0.18039772727272727,0.0,0.0,0.0,0.4034090909090909,0.0,0.0
F7,0.2870159453302961,0.3917995444191344,0.0,0.0,0.05466970387243736,0.26651480637813213,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.5106382978723404,0.0,0.0,0.48936170212765956,0.0,0.0,0.0
Fp2,0.41210374639769454,0.17002881844380405,0.0,0.0,0.0,0.41786743515850144,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
