,Fp1,FT9,TP9,TP10,CP2,F8,F5,AF8
Fp1,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.10410094637223975,0.0,0.0,0.0,0.0,0.0,0.8958990536277602,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
