,Fp1,F7,TP9,O1,TP10,F8,Fp2,AF4
Fp1,0.33263598326359833,0.33263598326359833,0.0,0.0,0.0,0.0,0.33472803347280333,0.0
F7,0.18319719953325556,0.43173862310385064,0.0,0.0,0.0,0.0,0.3208868144690782,0.06417736289381563
TP9,0.0,0.0,0.4981549815498155,0.0,0.0,0.3960639606396064,0.0,0.1057810578105781
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.44506258692628653,0.0,0.0,0.5034770514603616,0.0,0.05146036161335188
Fp2,0.20565552699228792,0.35861182519280205,0.0,0.0,0.0,0.0,0.43573264781491,0.0
AF4,0.0,0.12018140589569161,0.20408163265306123,0.0,0.0,0.08843537414965986,0.0,0.5873015873015873
