,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.1891891891891892,0.11711711711711711,0.17117117117117117,0.02702702702702703,0.18018018018018017,0.14414414414414414,0.0,0.17117117117117117
postcentral-rh,0.09420289855072464,0.2608695652173913,0.1956521739130435,0.0,0.15217391304347827,0.2028985507246377,0.0,0.09420289855072464
precentral-lh,0.12337662337662338,0.18181818181818182,0.2077922077922078,0.006493506493506494,0.17532467532467533,0.18831168831168832,0.0,0.11688311688311688
rostralmiddlefrontal-lh,0.2,0.04,0.12,0.28,0.08,0.24,0.0,0.04
superiorparietal-lh,0.13333333333333333,0.15555555555555556,0.18518518518518517,0.0,0.2074074074074074,0.15555555555555556,0.0,0.16296296296296298
superiortemporal-lh,0.10843373493975904,0.1686746987951807,0.18072289156626506,0.024096385542168676,0.13855421686746988,0.29518072289156627,0.0,0.08433734939759036
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-lh,0.17346938775510204,0.12244897959183673,0.16326530612244897,0.0,0.20408163265306123,0.12244897959183673,0.0,0.21428571428571427
