,parstriangularis-rh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parstriangularis-rh,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2
postcentral-rh,0.0,0.2727272727272727,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727
precentral-lh,0.0,0.2727272727272727,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727
rostralmiddlefrontal-lh,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2
superiorparietal-rh,0.0,0.2727272727272727,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727
superiortemporal-lh,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2
superiortemporal-rh,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222
supramarginal-rh,0.0,0.2727272727272727,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727
