,cuneus-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.7575757575757576,0.24242424242424243,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.07792207792207792,0.4155844155844156,0.11688311688311688,0.07792207792207792,0.12987012987012986,0.12987012987012986,0.05194805194805195
isthmuscingulate-lh,0.0,0.0,0.10576923076923077,0.22115384615384615,0.15384615384615385,0.19230769230769232,0.19230769230769232,0.1346153846153846
isthmuscingulate-rh,0.0,0.0,0.08163265306122448,0.1836734693877551,0.1836734693877551,0.19387755102040816,0.19387755102040816,0.16326530612244897
parahippocampal-rh,0.0,0.0,0.09917355371900827,0.1652892561983471,0.15702479338842976,0.2231404958677686,0.21487603305785125,0.14049586776859505
pericalcarine-lh,0.0,0.0,0.1016949152542373,0.1694915254237288,0.16101694915254236,0.211864406779661,0.211864406779661,0.1440677966101695
pericalcarine-rh,0.0,0.0,0.06741573033707865,0.1797752808988764,0.19101123595505617,0.19101123595505617,0.19101123595505617,0.1797752808988764
