,cuneus-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-lh
cuneus-lh,0.3956043956043956,0.0,0.0,0.0,0.21978021978021978,0.38461538461538464,0.0,0.0
cuneus-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.34782608695652173,0.36231884057971014,0.0,0.0,0.2898550724637681,0.0
frontalpole-rh,0.0,0.0,0.3246753246753247,0.37662337662337664,0.0,0.0,0.2987012987012987,0.0
isthmuscingulate-rh,0.2318840579710145,0.0,0.0,0.0,0.4492753623188406,0.3188405797101449,0.0,0.0
pericalcarine-rh,0.32978723404255317,0.0,0.0,0.0,0.2765957446808511,0.39361702127659576,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.3283582089552239,0.34328358208955223,0.0,0.0,0.3283582089552239,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
