,caudalmiddlefrontal-lh,frontalpole-lh,insula-rh,paracentral-lh,parsopercularis-rh,precuneus-lh,superiorparietal-lh,transversetemporal-rh
caudalmiddlefrontal-lh,0.9375,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.38666666666666666,0.06666666666666667,0.2,0.12,0.22666666666666666,0.0
paracentral-lh,0.0,0.0,0.08433734939759036,0.43373493975903615,0.21686746987951808,0.0,0.2289156626506024,0.03614457831325301
parsopercularis-rh,0.0,0.0,0.16363636363636364,0.12727272727272726,0.33636363636363636,0.05454545454545454,0.2818181818181818,0.03636363636363636
precuneus-lh,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.7058823529411765,0.11764705882352941,0.0
superiorparietal-lh,0.0,0.0,0.17757009345794392,0.14018691588785046,0.27102803738317754,0.09345794392523364,0.3177570093457944,0.0
transversetemporal-rh,0.0,0.0,0.0,0.12195121951219512,0.14634146341463414,0.0,0.0,0.7317073170731707
