,F7,FC5,T7,Cz,FT7,C5,PO8,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.8055555555555556,0.19444444444444445,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0.5102040816326531,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.18382352941176472,0.8161764705882353,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
