,frontalpole-rh,fusiform-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
frontalpole-rh,0.1339031339031339,0.1168091168091168,0.1339031339031339,0.11965811965811966,0.1339031339031339,0.09971509971509972,0.1282051282051282,0.1339031339031339
fusiform-rh,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.1111111111111111,0.12698412698412698,0.12698412698412698
insula-rh,0.1340782122905028,0.11452513966480447,0.13687150837988826,0.11731843575418995,0.13687150837988826,0.09776536312849161,0.12569832402234637,0.13687150837988826
lateralorbitofrontal-lh,0.12732919254658384,0.12732919254658384,0.12732919254658384,0.12732919254658384,0.12732919254658384,0.10869565217391304,0.12732919254658384,0.12732919254658384
medialorbitofrontal-lh,0.1273209549071618,0.10875331564986737,0.13262599469496023,0.11140583554376658,0.17771883289124668,0.09283819628647215,0.11936339522546419,0.129973474801061
parahippocampal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-lh,0.1301775147928994,0.12130177514792899,0.1301775147928994,0.1242603550295858,0.1301775147928994,0.10355029585798817,0.1301775147928994,0.1301775147928994
transversetemporal-rh,0.1352112676056338,0.11549295774647887,0.1352112676056338,0.11830985915492957,0.1352112676056338,0.09859154929577464,0.1267605633802817,0.1352112676056338
