,inferiorparietal-rh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.19788918205804748,0.12137203166226913,0.18733509234828497,0.12137203166226913,0.10817941952506596,0.1503957783641161,0.0633245382585752,0.05013192612137203
postcentral-lh,0.09761904761904762,0.17857142857142858,0.1261904761904762,0.18333333333333332,0.15714285714285714,0.06190476190476191,0.12142857142857143,0.07380952380952381
postcentral-rh,0.1623529411764706,0.13647058823529412,0.18588235294117647,0.13647058823529412,0.12,0.12705882352941175,0.08470588235294117,0.047058823529411764
precentral-lh,0.09808612440191387,0.17703349282296652,0.12440191387559808,0.18660287081339713,0.15550239234449761,0.06220095693779904,0.12440191387559808,0.07177033492822966
precentral-rh,0.09558823529411764,0.16911764705882354,0.12254901960784313,0.16911764705882354,0.16911764705882354,0.0661764705882353,0.125,0.08333333333333333
superiorparietal-rh,0.18971061093247588,0.09967845659163987,0.1832797427652733,0.09967845659163987,0.09967845659163987,0.20257234726688103,0.0707395498392283,0.05466237942122187
superiortemporal-lh,0.06948640483383686,0.15709969788519637,0.10574018126888217,0.16314199395770393,0.15709969788519637,0.05740181268882175,0.18731117824773413,0.1027190332326284
superiortemporal-rh,0.08502024291497975,0.1417004048582996,0.09716599190283401,0.1417004048582996,0.14979757085020243,0.06882591093117409,0.15384615384615385,0.16194331983805668
