,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.14800759013282733,0.0967741935483871,0.0872865275142315,0.1461100569259962,0.14041745730550284,0.11195445920303605,0.1442125237191651,0.1252371916508539
parsopercularis-lh,0.1180722891566265,0.17590361445783131,0.13734939759036144,0.11566265060240964,0.13734939759036144,0.10120481927710843,0.13012048192771083,0.08433734939759036
parstriangularis-rh,0.10880829015544041,0.15025906735751296,0.18911917098445596,0.11139896373056994,0.13212435233160622,0.10880829015544041,0.12176165803108809,0.07772020725388601
postcentral-lh,0.141804788213628,0.09208103130755065,0.08287292817679558,0.15101289134438306,0.14732965009208104,0.1141804788213628,0.13996316758747698,0.13075506445672191
precentral-lh,0.12982456140350876,0.10526315789473684,0.09298245614035087,0.1368421052631579,0.1631578947368421,0.11052631578947368,0.14385964912280702,0.11754385964912281
superiortemporal-lh,0.12307692307692308,0.10329670329670329,0.0967032967032967,0.12967032967032968,0.12967032967032968,0.16263736263736264,0.12747252747252746,0.12747252747252746
superiortemporal-rh,0.13818181818181818,0.1,0.08727272727272728,0.14181818181818182,0.14909090909090908,0.11090909090909092,0.1509090909090909,0.12181818181818181
supramarginal-lh,0.14498933901918976,0.0767590618336887,0.06823027718550106,0.14925373134328357,0.13859275053304904,0.1257995735607676,0.14712153518123666,0.14925373134328357
