,Fp1,F7,FT9,Cz,Fp2,AFz,F6,AF8
Fp1,0.25,0.0,0.0,0.0,0.0,0.375,0.0,0.375
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.5151515151515151,0.0,0.0,0.48484848484848486,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.11764705882352941,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.4117647058823529
F6,0.0,0.0,0.0,0.5172413793103449,0.0,0.0,0.4827586206896552,0.0
AF8,0.11764705882352941,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.4117647058823529
