,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.18178339073861463,0.10753922694221202,0.141982395713739,0.17183314198239572,0.15461155759663223,0.0,0.13241484883275928,0.10983543819364715
frontalpole-lh,0.12785191562634524,0.22600086095566077,0.10331467929401636,0.11192423590185105,0.09987085665088248,0.0064571674558760225,0.13430908308222125,0.1902712010331468
frontalpole-rh,0.15962036238136323,0.09836065573770492,0.19240724762726488,0.1557377049180328,0.1626402070750647,0.0,0.13330457290767903,0.09792924935289042
medialorbitofrontal-lh,0.17279557137208382,0.09648082245947015,0.14155792803479636,0.1929616449189403,0.16805061289047055,0.0,0.12811387900355872,0.10003954132068012
medialorbitofrontal-rh,0.1658312447786132,0.0910609857978279,0.15538847117794485,0.17502088554720133,0.19674185463659147,0.0,0.1274018379281537,0.0885547201336675
rostralanteriorcingulate-lh,0.0,0.032467532467532464,0.0,0.0,0.0,0.9675324675324676,0.0,0.0
rostralanteriorcingulate-rh,0.15451014242555028,0.12904618040569701,0.13854121709106604,0.14501510574018128,0.1368148467846353,0.0,0.17004747518342683,0.12602503236944324
temporalpole-lh,0.13522012578616352,0.1931716082659479,0.10646900269541779,0.11994609164420485,0.10062893081761007,0.0,0.13566936208445643,0.20889487870619947
