,frontalpole-rh,insula-rh,paracentral-lh,parahippocampal-rh,posteriorcingulate-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.44223107569721115,0.0,0.0,0.3346613545816733,0.0,0.18725099601593626,0.0,0.035856573705179286
insula-rh,0.0,0.6877828054298643,0.049773755656108594,0.17194570135746606,0.0,0.0,0.0,0.09049773755656108
paracentral-lh,0.0,0.029354207436399216,0.4735812133072407,0.04892367906066536,0.28180039138943247,0.14285714285714285,0.021526418786692758,0.0019569471624266144
parahippocampal-rh,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.42028985507246375,0.026915113871635612,0.16149068322981366,0.06625258799171843,0.020703933747412008
posteriorcingulate-rh,0.0,0.005089058524173028,0.38676844783715014,0.027989821882951654,0.5368956743002544,0.043256997455470736,0.0,0.0
rostralanteriorcingulate-rh,0.09192825112107623,0.002242152466367713,0.16367713004484305,0.17937219730941703,0.04708520179372197,0.484304932735426,0.03139013452914798,0.0
temporalpole-rh,0.0,0.0,0.05113636363636364,0.18181818181818182,0.0,0.06818181818181818,0.6988636363636364,0.0
transversetemporal-rh,0.05759162303664921,0.08376963350785341,0.0,0.06282722513089005,0.0,0.0,0.0,0.7958115183246073
