,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.5853658536585366,0.0,0.18292682926829268,0.13414634146341464,0.0,0.0,0.0975609756097561,0.0
insula-rh,0.0,0.8070175438596491,0.0,0.0,0.0,0.0,0.0,0.19298245614035087
medialorbitofrontal-rh,0.30952380952380953,0.0,0.40476190476190477,0.0,0.0,0.0,0.2857142857142857,0.0
parahippocampal-rh,0.0989010989010989,0.0,0.0,0.7252747252747253,0.0,0.0,0.17582417582417584,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.7849462365591398,0.21505376344086022,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.43137254901960786,0.5686274509803921,0.0,0.0
rostralanteriorcingulate-rh,0.056074766355140186,0.0,0.09345794392523364,0.1308411214953271,0.0,0.018691588785046728,0.7009345794392523,0.0
temporalpole-rh,0.0,0.24742268041237114,0.0,0.0,0.0,0.0,0.0,0.7525773195876289
