,bankssts-rh,entorhinal-lh,insula-lh,lateralorbitofrontal-lh,parsopercularis-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
bankssts-rh,0.6866952789699571,0.0,0.07725321888412018,0.11158798283261803,0.12446351931330472,0.0,0.0,0.0
entorhinal-lh,0.0,0.6857142857142857,0.0,0.0,0.0,0.19523809523809524,0.11904761904761904,0.0
insula-lh,0.052980132450331126,0.0,0.48013245033112584,0.2847682119205298,0.046357615894039736,0.0,0.0,0.1357615894039735
lateralorbitofrontal-lh,0.06205250596658711,0.0,0.20763723150357996,0.45346062052505964,0.19331742243436753,0.0,0.0,0.08353221957040573
parsopercularis-lh,0.09090909090909091,0.0,0.050156739811912224,0.27899686520376177,0.5235109717868338,0.0,0.0,0.05642633228840126
temporalpole-lh,0.0,0.2694610778443114,0.0,0.0,0.0,0.7125748502994012,0.017964071856287425,0.0
temporalpole-rh,0.0,0.1050228310502283,0.0,0.0,0.0,0.0045662100456621,0.8904109589041096,0.0
transversetemporal-lh,0.0,0.0,0.18672199170124482,0.15352697095435686,0.06639004149377593,0.0,0.0,0.5933609958506224
