,entorhinal-lh,entorhinal-rh,inferiortemporal-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-rh
entorhinal-lh,0.41025641025641024,0.20512820512820512,0.0,0.0,0.0,0.0,0.38461538461538464,0.0
entorhinal-rh,0.25,0.5357142857142857,0.0,0.0,0.0,0.0,0.21428571428571427,0.0
inferiortemporal-lh,0.0,0.0,0.38,0.12,0.1,0.34,0.0,0.06
isthmuscingulate-lh,0.0,0.0,0.12121212121212122,0.45454545454545453,0.15151515151515152,0.15151515151515152,0.0,0.12121212121212122
isthmuscingulate-rh,0.0,0.0,0.1206896551724138,0.15517241379310345,0.29310344827586204,0.10344827586206896,0.034482758620689655,0.29310344827586204
lingual-lh,0.0,0.0,0.3170731707317073,0.17073170731707318,0.0975609756097561,0.36585365853658536,0.0,0.04878048780487805
parahippocampal-lh,0.275,0.1,0.0,0.0,0.125,0.0,0.4,0.1
pericalcarine-rh,0.0,0.0,0.09433962264150944,0.1509433962264151,0.2830188679245283,0.07547169811320754,0.018867924528301886,0.37735849056603776
