,Fz,FT9,FC2,F4,Fp2,PO8,AF8,AF4
Fz,0.47928994082840237,0.4378698224852071,0.0,0.0,0.0,0.01775147928994083,0.0,0.0650887573964497
FT9,0.4,0.45789473684210524,0.0,0.0,0.0,0.015789473684210527,0.0,0.12631578947368421
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.375,0.375,0.0,0.0,0.0,0.25,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384
AF4,0.1511627906976744,0.3023255813953488,0.0,0.0,0.0,0.0,0.06976744186046512,0.47674418604651164
