,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0
Fz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.1150398406374502,0.11553784860557768,0.0,0.0,0.0,0.11055776892430279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030876494023904383,0.0,0.0,0.0,0.099601593625498,0.0,0.09113545816733068,0.08266932270916334,0.10258964143426295,0.04880478087649402,0.06922310756972111,0.06673306772908366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06723107569721115,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.11306042884990253,0.1189083820662768,0.0,0.0,0.0,0.10867446393762183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03070175438596491,0.0,0.0,0.0,0.10331384015594541,0.0,0.08966861598440545,0.0813840155945419,0.10087719298245613,0.04824561403508772,0.0682261208576998,0.06578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07115009746588694,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.14476190476190476,0.011904761904761904,0.10809523809523809,0.0,0.06333333333333334,0.0,0.0,0.05904761904761905,0.06523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.006190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.03380952380952381,0.0,0.0,0.12714285714285714,0.0,0.1438095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.02238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.030952380952380953,0.0880952380952381
FC1,0.0,0.0,0.0,0.0,0.0,0.07758620689655173,0.14367816091954022,0.14655172413793102,0.0,0.14655172413793102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14655172413793102,0.0,0.0,0.0,0.0,0.0,0.06609195402298851,0.0,0.0,0.0,0.0,0.0,0.0,0.14655172413793102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12643678160919541
C3,0.0005546311702717693,0.0,0.0,0.0,0.0,0.12701053799223516,0.028286189683860232,0.15141430948419302,0.0,0.0992789794786467,0.0,0.0,0.026067665002773157,0.07598447032723239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05324459234608985,0.0,0.0,0.0,0.10981697171381032,0.0,0.12479201331114809,0.0,0.0,0.0,0.0,0.0,0.0,0.04326123128119801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007210205213533,0.040488075429839156,0.0,0.11259012756516916
T7,0.0,0.0,0.0,0.10336871250576835,0.10383017997231195,0.0,0.0,0.0,0.11259806183664052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055376095985233045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03876326718966313,0.0,0.0,0.0,0.08814028610982926,0.0,0.09460083064143977,0.08675588371019843,0.10521458237194278,0.05537609598523304,0.074296262113521,0.07198892478080296,0.0,0.0013844023996308261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05814490078449469,0.0,0.0,0.0
TP9,0.0007593014426727411,0.0,0.0,0.0,0.0,0.10250569476082004,0.0387243735763098,0.1366742596810934,0.0,0.20652999240698558,0.0,0.0,0.0,0.07896735003796507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07289293849658314,0.0,0.0,0.0,0.07896735003796507,0.0,0.09946848899012908,0.0,0.0,0.0,0.0,0.0,0.0,0.05922551252847381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009870918754745633,0.0,0.0,0.11541381928625664
