,bankssts-lh,frontalpole-lh,fusiform-lh,inferiortemporal-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,transversetemporal-lh
bankssts-lh,0.2553648068669528,0.09656652360515021,0.11158798283261803,0.10515021459227468,0.15021459227467812,0.02575107296137339,0.15021459227467812,0.10515021459227468
frontalpole-lh,0.10337552742616034,0.3755274261603376,0.08016877637130802,0.07383966244725738,0.10970464135021098,0.05063291139240506,0.10548523206751055,0.10126582278481013
fusiform-lh,0.0963302752293578,0.0764525993883792,0.2798165137614679,0.047400611620795105,0.14831804281345565,0.09021406727828746,0.21559633027522937,0.045871559633027525
inferiortemporal-lh,0.09859154929577464,0.05835010060362173,0.08048289738430583,0.44466800804828976,0.06841046277665996,0.018108651911468814,0.0925553319919517,0.13883299798792756
lingual-lh,0.11609907120743033,0.0913312693498452,0.14705882352941177,0.04489164086687306,0.28173374613003094,0.07739938080495357,0.16873065015479877,0.07275541795665634
middletemporal-lh,0.008928571428571428,0.05580357142857143,0.12723214285714285,0.029017857142857144,0.08705357142857142,0.5803571428571429,0.09151785714285714,0.020089285714285716
parahippocampal-lh,0.1133879781420765,0.07650273224043716,0.17759562841530055,0.03961748633879782,0.17896174863387979,0.05874316939890711,0.2923497267759563,0.06284153005464481
transversetemporal-lh,0.1022964509394572,0.081419624217119,0.07515657620041753,0.162839248434238,0.10020876826722339,0.014613778705636743,0.10647181628392484,0.3569937369519833
