,bankssts-lh,fusiform-lh,inferiorparietal-lh,inferiortemporal-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh
bankssts-lh,0.48936170212765956,0.0425531914893617,0.0,0.3617021276595745,0.0,0.0,0.0,0.10638297872340426
fusiform-lh,0.06666666666666667,0.36666666666666664,0.022222222222222223,0.0,0.05555555555555555,0.2222222222222222,0.24444444444444444,0.022222222222222223
inferiorparietal-lh,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.3125
inferiortemporal-lh,0.12359550561797752,0.0,0.0,0.48314606741573035,0.0,0.011235955056179775,0.06741573033707865,0.3146067415730337
lingual-lh,0.125,0.3125,0.0,0.0,0.25,0.1875,0.125,0.0
middletemporal-lh,0.0125,0.3,0.0,0.0,0.0625,0.3375,0.275,0.0125
parahippocampal-lh,0.0,0.24193548387096775,0.016129032258064516,0.016129032258064516,0.03225806451612903,0.20161290322580644,0.4274193548387097,0.06451612903225806
temporalpole-lh,0.010752688172043012,0.021505376344086023,0.03225806451612903,0.2903225806451613,0.0,0.053763440860215055,0.11827956989247312,0.4731182795698925
